show_id,type,title,country,date_added,release_year,rating,listed_in
s251,Movie,A Faraway Land,,"August 19, 2021",2020,TV-PG,"Dramas, International Movies, Romantic Movies"
s252,Movie,Like Crazy,United States,"August 19, 2021",2011,PG-13,"Dramas, Independent Movies, Romantic Movies"
s253,Movie,Black Island,,"August 18, 2021",2021,TV-MA,"International Movies, Thrillers"
s254,Movie,Bombay,India,"August 18, 2021",1995,TV-14,"Dramas, International Movies, Romantic Movies"
s255,TV Show,Go! Go! Cory Carson,United States,"August 18, 2021",2021,TV-Y,Kids' TV
s256,Movie,Memories of a Murderer: The Nilsen Tapes,,"August 18, 2021",2021,TV-MA,"Documentaries, International Movies"
s257,Movie,Nneka The Pretty Serpent,,"August 18, 2021",2020,TV-14,"Dramas, International Movies"
s258,Movie,O Kadhal Kanmani,,"August 18, 2021",2015,TV-14,"Dramas, International Movies, Romantic Movies"
s259,Movie,Out of my league,,"August 18, 2021",2020,TV-MA,"Comedies, Dramas, International Movies"
s260,Movie,Pahuna,"India, Nepal","August 18, 2021",2018,TV-PG,"Comedies, Dramas, International Movies"
s261,TV Show,The Defeated,,"August 18, 2021",2020,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s262,Movie,The Secret Diary of an Exchange Student,,"August 18, 2021",2021,TV-14,"Comedies, International Movies, Romantic Movies"
s263,Movie,Untold: Deal With the Devil,,"August 18, 2021",2021,TV-MA,"Documentaries, LGBTQ Movies, Sports Movies"
s264,TV Show,Mother Goose Club,United States,"August 16, 2021",2016,TV-Y,Kids' TV
s265,Movie,Walk of Shame,United States,"August 16, 2021",2014,R,"Comedies, Independent Movies"
s266,TV Show,Rascal Does Not Dream of Bunny Girl Senpai,Japan,"August 15, 2021",2018,TV-14,"Anime Series, International TV Shows, Romantic TV Shows"
s267,TV Show,The Creative Indians,India,"August 15, 2021",2020,TV-MA,"Docuseries, International TV Shows"
s268,Movie,The Piano,"New Zealand, Australia, France, United States","August 15, 2021",1993,R,"Classic Movies, Dramas, Independent Movies"
s269,Movie,Unroyal,,"August 15, 2021",2020,TV-MA,"Dramas, International Movies"
s270,TV Show,Winx Club,Italy,"August 15, 2021",2015,TV-Y7,Kids' TV
s271,Movie,Beckett,"Italy, Brazil, Greece","August 13, 2021",2021,TV-MA,Action & Adventure
s272,TV Show,Brand New Cherry Flavor,United States,"August 13, 2021",2021,TV-MA,"TV Dramas, TV Horror, TV Mysteries"
s273,TV Show,Fast & Furious Spy Racers,United States,"August 13, 2021",2021,TV-Y7,Kids' TV
s274,TV Show,Gone for Good,France,"August 13, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Dramas"
s275,TV Show,Grace and Frankie,United States,"August 13, 2021",2021,TV-MA,"TV Comedies, TV Dramas"
s276,TV Show,The Kingdom,Argentina,"August 13, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s277,TV Show,Valeria,Spain,"August 13, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, Spanish-Language TV Shows"
s278,TV Show,AlRawabi School for Girls,Jordan,"August 12, 2021",2021,TV-14,"International TV Shows, TV Dramas, Teen TV Shows"
s279,Movie,Lokillo: Nothing's the Same,Colombia,"August 12, 2021",2021,TV-MA,Stand-Up Comedy
s280,Movie,Monster Hunter: Legends of the Guild,"United States, Japan","August 12, 2021",2021,TV-PG,"Action & Adventure, Anime Features, Children & Family Movies"
s281,TV Show,Bake Squad,United States,"August 11, 2021",2021,TV-PG,Reality TV
s282,Movie,Brother Jekwu,Nigeria,"August 11, 2021",2016,TV-14,"Comedies, International Movies"
s283,Movie,La diosa del asfalto,Mexico,"August 11, 2021",2020,TV-MA,"Dramas, Independent Movies, International Movies"
s284,Movie,Misha and the Wolves,"Belgium, United Kingdom","August 11, 2021",2021,PG-13,"Documentaries, International Movies"
s285,Movie,The Kissing Booth 3,"United Kingdom, United States","August 11, 2021",2021,TV-14,"Comedies, Romantic Movies"
s286,Movie,The Railway Man,"Switzerland, United Kingdom, Australia","August 11, 2021",2013,R,"Dramas, International Movies"
s287,TV Show,Gabby's Dollhouse,United States,"August 10, 2021",2021,TV-Y,Kids' TV
s288,TV Show,I Need Romance,,"August 10, 2021",2021,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies"
s289,TV Show,Las muñecas de la mafia,Colombia,"August 10, 2021",2018,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s290,TV Show,The Crowned Clown,South Korea,"August 10, 2021",2019,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas"
s291,Movie,Untold: Malice at the Palace,United States,"August 10, 2021",2021,TV-MA,"Documentaries, Sports Movies"
s292,TV Show,SHAMAN KING,Japan,"August 9, 2021",2021,TV-14,"Anime Series, International TV Shows"
s293,Movie,Quartet,United Kingdom,"August 8, 2021",2012,PG-13,"Comedies, Dramas, Independent Movies"
s294,Movie,Slay,South Africa,"August 8, 2021",2021,TV-MA,"Comedies, International Movies, Romantic Movies"
s295,Movie,Takizawa Kabuki ZERO 2020 The Movie,,"August 7, 2021",2020,TV-PG,"International Movies, Music & Musicals"
s296,Movie,The Paper Tigers,United States,"August 7, 2021",2021,PG-13,"Action & Adventure, Comedies"
s297,TV Show,Hit & Run,"Israel, United States","August 6, 2021",2021,TV-MA,"TV Action & Adventure, TV Dramas, TV Mysteries"
s298,TV Show,Navarasa,India,"August 6, 2021",2021,TV-MA,TV Shows
s299,Movie,Quam's Money,Nigeria,"August 6, 2021",2020,TV-MA,"Comedies, Dramas, International Movies"
s300,Movie,The Swarm,France,"August 6, 2021",2021,TV-14,"Horror Movies, Independent Movies, International Movies"
s301,Movie,Vivo,"Canada, United States","August 6, 2021",2021,PG,"Children & Family Movies, Music & Musicals"
s302,Movie,Chennai Express,India,"August 5, 2021",2013,TV-14,"Action & Adventure, Comedies, International Movies"
s303,Movie,City of God: 10 Years Later,Brazil,"August 5, 2021",2013,TV-MA,"Documentaries, International Movies"
s304,Movie,Esperando la carroza,Argentina,"August 5, 2021",1985,TV-MA,"Comedies, Cult Movies, International Movies"
s305,Movie,Lady Boss: The Jackie Collins Story,United Kingdom,"August 5, 2021",2021,TV-14,Documentaries
s306,Movie,Tango Feroz,"Argentina, Spain","August 5, 2021",1993,TV-MA,"Classic Movies, Dramas, International Movies"
s307,Movie,'76,Nigeria,"August 4, 2021",2016,TV-PG,"Dramas, International Movies"
s308,Movie,Aftermath,United States,"August 4, 2021",2021,TV-MA,Horror Movies
s309,Movie,American Masters: Inventing David Geffen,United States,"August 4, 2021",2012,TV-MA,Movies
s310,TV Show,Car Masters: Rust to Riches,,"August 4, 2021",2021,TV-PG,Reality TV
s311,TV Show,Cocaine Cowboys: The Kings of Miami,United States,"August 4, 2021",2021,TV-MA,"Crime TV Shows, Docuseries"
s312,TV Show,Control Z,Mexico,"August 4, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Dramas"
s313,TV Show,Cooking With Paris,United States,"August 4, 2021",2021,TV-MA,Reality TV
s314,TV Show,Autumn's Concerto,Taiwan,"August 3, 2021",2009,TV-14,"International TV Shows, Romantic TV Shows, TV Dramas"
s315,Movie,Heavy,United States,"August 3, 2021",1995,R,"Dramas, Independent Movies, Romantic Movies"
s316,Movie,Ije: The Journey,"United States, Nigeria","August 3, 2021",2010,TV-MA,"Dramas, International Movies"
s317,TV Show,Office Girls,Taiwan,"August 3, 2021",2011,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies"
s318,Movie,Pray Away,United States,"August 3, 2021",2021,PG-13,"Documentaries, LGBTQ Movies"
s319,Movie,Shiny_Flakes: The Teenage Drug Lord,,"August 3, 2021",2021,TV-MA,"Documentaries, International Movies"
s320,TV Show,The Prince Who Turns into a Frog,Taiwan,"August 3, 2021",2005,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies"
s321,TV Show,Top Secret UFO Projects: Declassified,,"August 3, 2021",2021,TV-PG,Docuseries
s322,TV Show,Two Fathers,Taiwan,"August 3, 2021",2013,TV-14,"International TV Shows, Romantic TV Shows, TV Comedies"
s323,TV Show,You're My Destiny,Taiwan,"August 3, 2021",2008,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s324,TV Show,30 Rock,United States,"August 1, 2021",2012,TV-14,TV Comedies
s325,TV Show,44 Cats,Italy,"August 1, 2021",2020,TV-Y7,Kids' TV
s326,Movie,Beethoven,United States,"August 1, 2021",1992,PG,"Children & Family Movies, Comedies"
s327,Movie,Beethoven's 2nd,United States,"August 1, 2021",1993,PG,"Children & Family Movies, Comedies"
s328,Movie,Beowulf,"United States, United Kingdom","August 1, 2021",2007,PG-13,"Action & Adventure, Sci-Fi & Fantasy"
s329,Movie,Boyka: Undisputed,"Bulgaria, United States","August 1, 2021",2016,R,Action & Adventure
s330,Movie,Catch Me If You Can,"United States, Canada","August 1, 2021",2002,PG-13,Dramas
s331,Movie,Cloudy with a Chance of Meatballs,"United States, Canada","August 1, 2021",2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s332,TV Show,Darwin’s Game,,"August 1, 2021",2020,TV-MA,"Anime Series, International TV Shows, TV Thrillers"
s333,Movie,Deep Blue Sea,"United States, Mexico","August 1, 2021",1999,R,"Action & Adventure, Horror Movies, Sci-Fi & Fantasy"
s334,Movie,Ferris Bueller's Day Off,United States,"August 1, 2021",1986,PG-13,"Classic Movies, Comedies, Cult Movies"
s335,Movie,Five Feet Apart,United States,"August 1, 2021",2019,PG-13,"Dramas, Romantic Movies"
s336,Movie,Freedomland,United States,"August 1, 2021",2006,R,"Dramas, Thrillers"
s337,TV Show,Friday Night Lights,,"August 1, 2021",2010,TV-14,"TV Dramas, Teen TV Shows"
s338,Movie,Good Luck Chuck,"United States, Canada","August 1, 2021",2007,R,"Comedies, Romantic Movies"
s339,TV Show,Hunter X Hunter (2011),Japan,"August 1, 2021",2014,TV-14,"Anime Series, International TV Shows"
s340,Movie,I missed you: Director's Cut,,"August 1, 2021",2021,TV-14,"Dramas, Independent Movies, International Movies"
s341,Movie,Inception,"United States, United Kingdom","August 1, 2021",2010,PG-13,"Action & Adventure, Sci-Fi & Fantasy, Thrillers"
s342,Movie,Magnolia,United States,"August 1, 2021",1999,R,"Dramas, Independent Movies"
s343,Movie,Major Payne,United States,"August 1, 2021",1995,PG-13,Comedies
s344,Movie,My Girl,United States,"August 1, 2021",1991,PG-13,Dramas
s345,Movie,My Girl 2,United States,"August 1, 2021",1994,PG,"Children & Family Movies, Comedies, Dramas"
s346,Movie,Open Season: Scared Silly,"United States, Canada","August 1, 2021",2015,PG,"Children & Family Movies, Comedies"
s347,Movie,Pineapple Express,United States,"August 1, 2021",2008,R,"Action & Adventure, Comedies"
s348,Movie,Planet 51,"Spain, United Kingdom, United States","August 1, 2021",2009,PG,"Children & Family Movies, Comedies, Sci-Fi & Fantasy"
s349,Movie,Poms,"United Kingdom, United States","August 1, 2021",2019,PG-13,Comedies
s350,Movie,Seabiscuit,United States,"August 1, 2021",2003,PG-13,"Dramas, Sports Movies"
s351,Movie,Space Cowboys,United States,"August 1, 2021",2000,PG-13,"Action & Adventure, Dramas, Sci-Fi & Fantasy"
s352,Movie,Team America: World Police,"United States, Germany","August 1, 2021",2004,R,"Action & Adventure, Comedies, Cult Movies"
s353,Movie,The Edge of Seventeen,"United States, China","August 1, 2021",2016,R,"Comedies, Dramas"
s354,Movie,The Haunting in Connecticut 2: Ghosts of Georgia,United States,"August 1, 2021",2013,R,Horror Movies
s355,Movie,The Last Boy Scout,United States,"August 1, 2021",1991,R,"Action & Adventure, Comedies"
s356,Movie,The Lincoln Lawyer,United States,"August 1, 2021",2011,R,"Dramas, Thrillers"
s357,Movie,The Losers,"United States, France","August 1, 2021",2010,PG-13,Action & Adventure
s358,Movie,The Machinist,"Spain, France, United Kingdom, United States","August 1, 2021",2004,R,"Dramas, Independent Movies, Thrillers"
s359,Movie,The Net,United States,"August 1, 2021",1995,PG-13,Thrillers
s360,Movie,The Original Kings of Comedy,United States,"August 1, 2021",2000,R,Stand-Up Comedy
s361,Movie,Valentine's Day,United States,"August 1, 2021",2010,PG-13,"Comedies, Romantic Movies"
s362,TV Show,Charmed,United States,"July 31, 2021",2021,TV-14,"TV Dramas, TV Sci-Fi & Fantasy"
s363,Movie,The Lost Café,,"July 31, 2021",2018,TV-14,"Dramas, International Movies"
s364,Movie,The Vault,,"July 31, 2021",2021,R,"Action & Adventure, International Movies, Thrillers"
s365,TV Show,Centaurworld,,"July 30, 2021",2021,TV-Y7,"Kids' TV, TV Comedies"
s366,Movie,Eyes of a Thief,", France, Algeria","July 30, 2021",2014,TV-14,"Dramas, Independent Movies, International Movies"
s367,TV Show,Glow Up,United Kingdom,"July 30, 2021",2021,TV-14,"British TV Shows, International TV Shows, Reality TV"
s368,Movie,I'm Glad I Did,,"July 30, 2021",2020,TV-14,"Documentaries, International Movies"
s369,TV Show,Khawatir,,"July 30, 2021",2009,TV-14,"International TV Shows, Reality TV"
s370,TV Show,Myth & Mogul: John DeLorean,,"July 30, 2021",2021,TV-14,"British TV Shows, Crime TV Shows, Docuseries"
s371,TV Show,Outer Banks,United States,"July 30, 2021",2021,TV-MA,"TV Action & Adventure, TV Dramas, Teen TV Shows"
s372,Movie,Pomegranates and Myrrh,,"July 30, 2021",2009,TV-14,"Dramas, Independent Movies, International Movies"
s373,Movie,Rurouni Kenshin: The Beginning,,"July 30, 2021",2021,TV-MA,"Action & Adventure, International Movies"
s374,Movie,The Last Mercenary,,"July 30, 2021",2021,TV-MA,"Action & Adventure, Comedies, International Movies"
s375,Movie,Flower Girl,Nigeria,"July 29, 2021",2013,TV-PG,"Comedies, International Movies, Romantic Movies"
s376,Movie,Resort to Love,,"July 29, 2021",2021,TV-14,"Comedies, Romantic Movies"
s377,TV Show,Transformers: War for Cybertron: Kingdom,,"July 29, 2021",2021,TV-Y7,Anime Series
s378,Movie,Bartkowiak,Poland,"July 28, 2021",2021,TV-MA,"Action & Adventure, International Movies"
s379,Movie,Fantastic Fungi,United States,"July 28, 2021",2019,TV-14,Documentaries
s380,TV Show,Tattoo Redo,,"July 28, 2021",2021,TV-MA,Reality TV
s381,TV Show,The Flash,United States,"July 28, 2021",2021,TV-14,"Crime TV Shows, TV Action & Adventure, TV Sci-Fi & Fantasy"
s382,TV Show,The Snitch Cartel: Origins,,"July 28, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, Spanish-Language TV Shows"
s383,TV Show,All American,United States,"July 27, 2021",2021,TV-14,"TV Dramas, Teen TV Shows"
s384,Movie,Department,India,"July 27, 2021",2012,TV-MA,"Action & Adventure, International Movies"
s385,Movie,Hostage House,,"July 27, 2021",2021,TV-14,Thrillers
s386,TV Show,How to Sell Drugs Online (Fast),Germany,"July 27, 2021",2021,TV-MA,"Crime TV Shows, International TV Shows, TV Comedies"
s387,TV Show,Mighty Express,"United States, Canada","July 27, 2021",2021,TV-Y,Kids' TV
s388,Movie,Mimi,,"July 27, 2021",2021,TV-14,"Comedies, Dramas, International Movies"
s389,TV Show,Plastic Cup Boyz: Laughing My Mask Off!,,"July 27, 2021",2021,TV-MA,"Stand-Up Comedy & Talk Shows, TV Comedies"
s390,Movie,The Operative,"France, Israel, Germany, United States, United Kingdom","July 27, 2021",2019,TV-MA,"Dramas, International Movies, Thrillers"
s391,TV Show,The Walking Dead,United States,"July 26, 2021",2019,TV-MA,"Classic & Cult TV, TV Action & Adventure, TV Dramas"
s392,TV Show,Wynonna Earp,"Canada, United States","July 26, 2021",2020,TV-MA,"International TV Shows, TV Action & Adventure, TV Dramas"
s393,Movie,Django Unchained,United States,"July 24, 2021",2012,R,"Action & Adventure, Dramas"
s394,Movie,A Second Chance:  Rivals!,Australia,"July 23, 2021",2021,PG,"Children & Family Movies, Sports Movies"
s395,Movie,African America,,"July 23, 2021",2021,TV-MA,"Dramas, Independent Movies, International Movies"
s396,Movie,Bankrolled,,"July 23, 2021",2021,TV-MA,"Comedies, International Movies"
s397,Movie,Blood Red Sky,,"July 23, 2021",2021,TV-MA,"Action & Adventure, Horror Movies, International Movies"
s398,TV Show,Feels Like Ishq,,"July 23, 2021",2021,TV-MA,"International TV Shows, Romantic TV Shows, TV Comedies"
s399,Movie,Kingdom: Ashin of the North,,"July 23, 2021",2021,TV-MA,"Horror Movies, International Movies, Thrillers"
s400,TV Show,Masters of the Universe: Revelation,,"July 23, 2021",2021,TV-PG,"TV Action & Adventure, TV Sci-Fi & Fantasy"
s401,TV Show,Revelations: The Masters of the Universe: Revelation Aftershow,,"July 23, 2021",2021,TV-PG,"Anime Series, Stand-Up Comedy & Talk Shows"
s402,TV Show,Sky Rojo,Spain,"July 23, 2021",2021,TV-MA,"International TV Shows, Spanish-Language TV Shows, TV Action & Adventure"
s403,Movie,The Last Letter From Your Lover,United Kingdom,"July 23, 2021",2021,TV-MA,"Dramas, Romantic Movies"
s404,TV Show,The Movies That Made Us,United States,"July 23, 2021",2021,TV-MA,Docuseries
s405,Movie,9to5: The Story of a Movement,,"July 22, 2021",2021,TV-MA,Documentaries
s406,Movie,Chhota Bheem - Dinosaur World,,"July 22, 2021",2015,TV-Y,Children & Family Movies
s407,Movie,Chhota Bheem - Neeli Pahaadi,,"July 22, 2021",2013,TV-Y7,Children & Family Movies
s408,Movie,Chhota Bheem & Ganesh,,"July 22, 2021",2009,TV-Y7,Children & Family Movies
s409,Movie,Chhota Bheem & Krishna: Mayanagari,,"July 22, 2021",2011,TV-Y7,Children & Family Movies
s410,Movie,Chhota Bheem & Krishna: Pataliputra- City of the Dead,,"July 22, 2021",2010,TV-Y7,Children & Family Movies
s411,Movie,Chhota Bheem And The Broken Amulet,India,"July 22, 2021",2013,TV-Y7,Children & Family Movies
s412,Movie,Chhota Bheem And The Crown of Valhalla,,"July 22, 2021",2013,TV-Y7,Children & Family Movies
s413,Movie,Chhota Bheem and the Incan Adventure,,"July 22, 2021",2013,TV-Y7,Children & Family Movies
s414,Movie,Chhota Bheem and The ShiNobi Secret,,"July 22, 2021",2013,TV-Y7,Children & Family Movies
s415,Movie,Chhota Bheem Aur Hanuman,,"July 22, 2021",2012,TV-Y7,Children & Family Movies
s416,Movie,Chhota Bheem aur Krishna,India,"July 22, 2021",2009,TV-Y7,Children & Family Movies
s417,Movie,Chhota Bheem aur Krishna vs Zimbara,,"July 22, 2021",2013,TV-Y7,Children & Family Movies
s418,Movie,Chhota Bheem in African Safari,,"July 22, 2021",2015,TV-Y7,Children & Family Movies
